"value","Variable"
-0.00094204828923033,"ENSG00000000003"
0.00598187466327939,"ENSG00000000005"
0.000505696504885705,"ENSG00000000419"
-0.0001565959834359,"ENSG00000000457"
-4.28067968316692e-06,"ENSG00000000460"
0.000273404064465387,"ENSG00000000938"
-0.00137400651053639,"ENSG00000000971"
0.00162365762562975,"ENSG00000001036"
6.80604145381368e-08,"ENSG00000001084"
-0.000420918610548043,"ENSG00000001167"
-2.71622110010439e-05,"ENSG00000001460"
-0.000477366504942017,"ENSG00000001461"
-6.04262002455705e-06,"ENSG00000001497"
0.00015778428303709,"ENSG00000001561"
0.000398060294092295,"ENSG00000001617"
-0.000763955732241547,"ENSG00000001626"
0.000660329519842672,"ENSG00000001629"
-1.04270837309104e-05,"ENSG00000001630"
0.000669130917776354,"ENSG00000001631"
-0.000496208974801844,"ENSG00000002016"
-1.73798674223067e-05,"ENSG00000002330"
0.00166854352239307,"ENSG00000002549"
-0.000685136746172822,"ENSG00000002587"
0.0185652217324335,"ENSG00000002726"
0.000315888870076357,"ENSG00000002746"
-0.00732409972514912,"ENSG00000002822"
-0.000396897137883282,"ENSG00000002834"
-0.00089841786048006,"ENSG00000002919"
0.000898543868332583,"ENSG00000002933"
1.35827273018118e-07,"ENSG00000003056"
-0.000406608389976875,"ENSG00000003096"
0.00317466225359849,"ENSG00000003137"
-0.00418593803680605,"ENSG00000003147"
0.00112638811889226,"ENSG00000003249"
0.000126735135079786,"ENSG00000003393"
0.00145290363015747,"ENSG00000003400"
0.000106623072514929,"ENSG00000003402"
-0.000433215637217559,"ENSG00000003436"
0.000862774767714428,"ENSG00000003509"
4.01288084174794e-07,"ENSG00000003756"
-0.000144189195703949,"ENSG00000003987"
-0.00022887759426365,"ENSG00000003989"
7.11310097686667e-05,"ENSG00000004059"
-0.000267835539103924,"ENSG00000004139"
-0.00225277726159115,"ENSG00000004142"
-7.37705061235066e-05,"ENSG00000004399"
0.00189476353170741,"ENSG00000004455"
-7.02791040694924e-06,"ENSG00000004468"
1.7858064884322e-06,"ENSG00000004478"
0.000401056384350183,"ENSG00000004487"
0.000282125531800814,"ENSG00000004534"
0.000232457928825597,"ENSG00000004660"
2.22475679890425e-05,"ENSG00000004700"
0.00085857461959182,"ENSG00000004766"
0.000123609148893255,"ENSG00000004776"
6.07136934851992e-05,"ENSG00000004777"
-0.0012194034625636,"ENSG00000004779"
-1.84788015673225e-06,"ENSG00000004799"
0.00384600206088669,"ENSG00000004838"
0.0116070202472466,"ENSG00000004846"
-0.000644707215121634,"ENSG00000004848"
1.59468186607198e-05,"ENSG00000004864"
