"value","Variable"
0.0480801086524636,"age_at_index.demographic"
-0.0798293433170663,"sample_type_Primary Tumor"
0.140469369153218,"sample_type_Solid Tissue Normal"
0.0119221870479209,"T_grouped_T3"
0.0131768718062979,"N_grouped_Unknown"
0.0442633856380415,"Is_stage_34"
0.0569251912964483,"ajcc_pathologic_stage.diagnoses_Stage IIIA"
0.0472594634950247,"primary_diagnosis.diagnoses_Hepatocellular carcinoma, NOS"
0.108339919764544,"ENSG00000002726"
-0.00116263926397233,"ENSG00000003147"
0.0775193874870397,"ENSG00000004846"
0.0121615815589052,"ENSG00000005020"
-0.0318129908998431,"ENSG00000005421"
-0.066428657204832,"ENSG00000006016"
0.00478222659708602,"ENSG00000008283"
0.0173045227737492,"ENSG00000025434"
-0.00024383726647281,"ENSG00000038532"
0.0339902503618169,"ENSG00000056998"
0.0181023200712967,"ENSG00000068985"
0.0141489736743667,"ENSG00000072133"
-0.0061574711308727,"ENSG00000073282"
-0.014742000340199,"ENSG00000074410"
0.0334267869746528,"ENSG00000077616"
-0.00515053229504733,"ENSG00000085721"
-0.000536206623384389,"ENSG00000086159"
-0.0120610954441111,"ENSG00000096088"
0.109149203734757,"ENSG00000100151"
0.0353839271312155,"ENSG00000101204"
-0.00869079973239356,"ENSG00000102760"
-0.0193299291597284,"ENSG00000103966"
-0.0669452119120425,"ENSG00000104918"
-0.0533842870191223,"ENSG00000105135"
0.0530548942172948,"ENSG00000105695"
-0.0514201734969815,"ENSG00000106128"
0.0139458227206125,"ENSG00000106384"
-0.0268003346124419,"ENSG00000110675"
-0.0122085066329527,"ENSG00000111796"
-0.0641988485678147,"ENSG00000112214"
-0.000858677277553984,"ENSG00000112599"
0.0029085880277953,"ENSG00000114646"
0.0192834857103486,"ENSG00000114859"
0.00311310495556635,"ENSG00000115263"
0.00398623310399121,"ENSG00000115598"
-0.0108751433356781,"ENSG00000115602"
-0.0648605690052739,"ENSG00000115607"
-0.0990011373390433,"ENSG00000116147"
-0.0200901901613736,"ENSG00000120833"
0.00298126423954963,"ENSG00000121769"
-0.0110975043647625,"ENSG00000121898"
0.0248035345646836,"ENSG00000124343"
-0.036935767154132,"ENSG00000125166"
-0.0564371734586419,"ENSG00000125999"
0.00722096734861175,"ENSG00000126246"
0.00709320304880947,"ENSG00000126970"
-0.00395145463942784,"ENSG00000127526"
-0.0583613780521921,"ENSG00000128918"
-0.0095920352484777,"ENSG00000130312"
0.000188214112043436,"ENSG00000131773"
0.011242269705348,"ENSG00000131779"
-0.0245688190630179,"ENSG00000132199"
0.0136821122997446,"ENSG00000132773"
0.0244554859967375,"ENSG00000133454"
0.0129332110786213,"ENSG00000134072"
0.0137177715277559,"ENSG00000134333"
5.60054191898578e-05,"ENSG00000135069"
0.00136400523835162,"ENSG00000135083"
-0.0684037888168798,"ENSG00000135750"
-0.0291467663813091,"ENSG00000136159"
-0.110760185225479,"ENSG00000136371"
0.0123758078413924,"ENSG00000136938"
0.0577253243252099,"ENSG00000137976"
-0.00324986683807304,"ENSG00000139626"
-0.0300716321348002,"ENSG00000139684"
0.0044858512452144,"ENSG00000139835"
-0.00165336968089486,"ENSG00000140459"
0.0421257248012216,"ENSG00000140873"
0.0133151766523507,"ENSG00000141579"
-0.00325940306113604,"ENSG00000143318"
0.0326350543137584,"ENSG00000143340"
-0.0210993310537925,"ENSG00000143603"
0.0477210241028703,"ENSG00000143942"
0.0734686330868177,"ENSG00000144362"
-0.00481952653019114,"ENSG00000145934"
-0.00930648256700932,"ENSG00000146166"
-0.0218681402426631,"ENSG00000146285"
-0.00363852265311646,"ENSG00000147166"
-0.00609006511888011,"ENSG00000147586"
0.019961639340671,"ENSG00000149084"
-0.0614394258421132,"ENSG00000149489"
0.0232374516863065,"ENSG00000151364"
0.00973156471445731,"ENSG00000152503"
0.0054530920645291,"ENSG00000152766"
-0.00253887921531538,"ENSG00000153292"
0.0421652080385812,"ENSG00000153303"
-0.00417814735089116,"ENSG00000153944"
-0.0158115840830911,"ENSG00000154118"
0.00263843543269815,"ENSG00000154645"
0.0453854180943439,"ENSG00000154736"
0.0202352307044145,"ENSG00000155189"
0.0641191302609081,"ENSG00000155957"
-0.000375338096579471,"ENSG00000156265"
-0.0105702545444965,"ENSG00000156564"
0.0503255479457458,"ENSG00000156885"
0.0900827424897898,"ENSG00000157152"
0.00283093901000934,"ENSG00000157303"
-0.0268498260099843,"ENSG00000159763"
-0.063370074908016,"ENSG00000160200"
-0.014052807456543,"ENSG00000160202"
0.000591982708670993,"ENSG00000161640"
-0.000643131583313532,"ENSG00000163319"
0.0128410632486545,"ENSG00000164105"
0.0642421108686196,"ENSG00000164291"
-0.0595912629826186,"ENSG00000164362"
0.042063775313038,"ENSG00000164935"
-0.00830643607697005,"ENSG00000165887"
0.00311242953562835,"ENSG00000166387"
-0.000616271217365778,"ENSG00000166855"
-0.0257906339789989,"ENSG00000167136"
-0.00496535480595288,"ENSG00000167491"
-0.0631985584782356,"ENSG00000167969"
-0.0236097755544261,"ENSG00000168124"
-0.0070121224465512,"ENSG00000168309"
-0.0220641692693158,"ENSG00000168621"
-0.026110136796358,"ENSG00000168878"
0.000214226753050684,"ENSG00000169567"
-0.0213873679352789,"ENSG00000169612"
-0.00550721358565072,"ENSG00000170145"
-0.0101704238872559,"ENSG00000170315"
-0.0329099971294902,"ENSG00000170819"
-0.0173502123536377,"ENSG00000171345"
-0.043140351797774,"ENSG00000171495"
0.0165691239904796,"ENSG00000171611"
0.0256637045260192,"ENSG00000172346"
-0.0282278075079486,"ENSG00000172785"
0.00353136086739411,"ENSG00000174137"
-0.0494079050845963,"ENSG00000174326"
0.00849773699244276,"ENSG00000174358"
0.0228492086151821,"ENSG00000174672"
0.0330518078183838,"ENSG00000174915"
-0.0039936565287108,"ENSG00000175592"
-0.0378474597794096,"ENSG00000175600"
0.0046383049196068,"ENSG00000175793"
0.030126692485487,"ENSG00000176289"
0.0287580304550433,"ENSG00000176746"
0.00773795840929342,"ENSG00000177106"
-0.01982753924655,"ENSG00000177398"
0.0116281479041586,"ENSG00000177570"
0.00518785031202212,"ENSG00000177938"
0.0100329247244111,"ENSG00000178980"
0.0147172708866061,"ENSG00000179023"
-0.0952270508811211,"ENSG00000179131"
0.00694766055129118,"ENSG00000179603"
-0.0127008724330559,"ENSG00000180019"
-0.0112075355491105,"ENSG00000181026"
0.0184128070826274,"ENSG00000181997"
-0.0252544515188858,"ENSG00000182035"
-0.00918171427990869,"ENSG00000182050"
0.0114222245594557,"ENSG00000182264"
-0.0605872792057575,"ENSG00000182383"
-0.009428392233363,"ENSG00000182768"
0.0695952474800213,"ENSG00000183434"
0.103383859137613,"ENSG00000183798"
-0.00325203614081106,"ENSG00000184084"
0.0886325117485534,"ENSG00000184350"
0.0291547345836495,"ENSG00000184601"
0.0336987705848013,"ENSG00000184988"
0.0635507440339173,"ENSG00000185053"
0.00116850510026648,"ENSG00000185290"
-0.0372816372297057,"ENSG00000185442"
-0.00150729818256988,"ENSG00000185523"
0.00839476756256242,"ENSG00000185668"
-0.0459258157394536,"ENSG00000186479"
0.00361442868869369,"ENSG00000186868"
0.00896812561008109,"ENSG00000186912"
0.0760393485487169,"ENSG00000187550"
0.0108053296359407,"ENSG00000187581"
0.000976332687772732,"ENSG00000187796"
0.0279203164118838,"ENSG00000188372"
-0.0769521480272809,"ENSG00000196091"
0.0032569744810448,"ENSG00000196470"
0.0612468603303227,"ENSG00000196932"
-0.0888289592400439,"ENSG00000197181"
0.00529124059383608,"ENSG00000197223"
-0.0331918929045838,"ENSG00000197245"
-0.0042799210214076,"ENSG00000197476"
-0.107574776990733,"ENSG00000197582"
-0.0543975165452152,"ENSG00000198125"
0.0041177611828155,"ENSG00000198246"
-0.0043363986377758,"ENSG00000198468"
-0.00209409538814008,"ENSG00000198626"
-0.000499273874285618,"ENSG00000198744"
-0.00796968428303555,"ENSG00000198976"
-0.00561409745929147,"ENSG00000199024"
0.00213000650743562,"ENSG00000199082"
-0.0736438971854029,"ENSG00000199161"
-0.010270465282966,"ENSG00000199325"
0.0264484631457652,"ENSG00000199476"
0.0971990384929423,"ENSG00000199509"
-0.0116595865346834,"ENSG00000199530"
-0.0286660223504472,"ENSG00000200095"
-0.0677186844083965,"ENSG00000200394"
-0.0628181640620052,"ENSG00000200816"
0.000368016984599592,"ENSG00000201264"
-0.00360359389957312,"ENSG00000202240"
-0.0357560912635261,"ENSG00000202318"
-0.0486748445215492,"ENSG00000203286"
0.00355237969297985,"ENSG00000203727"
-0.0477595512465633,"ENSG00000204025"
-0.00324839201672399,"ENSG00000204257"
-0.0116645496531371,"ENSG00000204403"
0.0134028449077871,"ENSG00000204622"
-0.0284261483346373,"ENSG00000204632"
0.00748068295735969,"ENSG00000204971"
0.045822433359071,"ENSG00000205571"
-0.0193784342275702,"ENSG00000205639"
0.0109276755891845,"ENSG00000205940"
-0.00225280606026779,"ENSG00000206627"
-0.0582683179365871,"ENSG00000206815"
-0.00796831603418562,"ENSG00000207258"
-0.0646868712275948,"ENSG00000207307"
0.0375765414325155,"ENSG00000207327"
0.0568683409664046,"ENSG00000207336"
-0.0409839254120098,"ENSG00000207445"
0.033107778618507,"ENSG00000207744"
-0.0035244207835668,"ENSG00000208772"
-0.0987075222255848,"ENSG00000211448"
0.0122473818040381,"ENSG00000211656"
-0.0227261550010392,"ENSG00000211714"
0.000636324104784054,"ENSG00000211766"
-0.130828632773262,"ENSG00000211800"
-0.000901841298838406,"ENSG00000211815"
-0.0216205817017063,"ENSG00000211905"
-0.0544957643137098,"ENSG00000212695"
0.00390050801426454,"ENSG00000213036"
0.0973321486105133,"ENSG00000213069"
-0.00853032013534886,"ENSG00000213130"
0.0278038015262764,"ENSG00000213225"
0.00524456295676773,"ENSG00000213592"
0.0403794519215416,"ENSG00000213801"
0.00921315047549815,"ENSG00000214027"
-0.00983848369649585,"ENSG00000214161"
-0.0796156671600659,"ENSG00000214846"
0.0102106473990159,"ENSG00000214881"
-0.00200785680665057,"ENSG00000214941"
0.039748587955781,"ENSG00000215795"
0.0773729484403105,"ENSG00000216895"
-0.0842384696725193,"ENSG00000218617"
-0.00451732348270626,"ENSG00000219693"
0.013230793887395,"ENSG00000220666"
0.00261026597712568,"ENSG00000220920"
-0.0248157691254548,"ENSG00000221216"
0.0752523544322797,"ENSG00000221598"
-0.00304916407359783,"ENSG00000221949"
0.016258804050297,"ENSG00000222726"
0.0184221580038266,"ENSG00000222796"
-0.045822239667737,"ENSG00000223313"
-0.00700260514870362,"ENSG00000223518"
0.0160104214926429,"ENSG00000224080"
0.0226618203300188,"ENSG00000224093"
-0.0354980779056474,"ENSG00000224097"
-0.0516238504665183,"ENSG00000224387"
-0.00297270696204381,"ENSG00000224420"
-0.0401239575984125,"ENSG00000224520"
0.0364370384173464,"ENSG00000224592"
0.0289956630735666,"ENSG00000224837"
0.030006170039748,"ENSG00000224846"
0.0682856762161635,"ENSG00000225026"
0.0373652278562105,"ENSG00000225138"
0.0656224446915908,"ENSG00000225180"
0.12089182629601,"ENSG00000225183"
0.0271307302997534,"ENSG00000226334"
0.0979626420425445,"ENSG00000226372"
0.0262103464522539,"ENSG00000226539"
-0.0182131568919814,"ENSG00000227527"
0.0128674414348291,"ENSG00000227615"
-0.0138705762061304,"ENSG00000227674"
-0.00900243945899762,"ENSG00000227705"
0.0206527530090399,"ENSG00000227815"
0.102336449364945,"ENSG00000228007"
-0.0121273242132876,"ENSG00000228053"
0.0263886454257592,"ENSG00000228224"
0.0413156085355534,"ENSG00000228262"
-0.00414673708390162,"ENSG00000228280"
0.0267586031660379,"ENSG00000228403"
0.0528265130279176,"ENSG00000229331"
0.0216605629075626,"ENSG00000229390"
0.0139856692843905,"ENSG00000229407"
0.00526887126901592,"ENSG00000229431"
0.11781634999937,"ENSG00000229589"
-0.0206462072758338,"ENSG00000229604"
-0.032922558276229,"ENSG00000229654"
-0.00868660121421925,"ENSG00000229666"
-0.0762522011110301,"ENSG00000229758"
0.0348779324263774,"ENSG00000229970"
0.0487115761629446,"ENSG00000229983"
0.00857130246034304,"ENSG00000230216"
-0.0589751700024492,"ENSG00000230299"
0.105566367935439,"ENSG00000230478"
-0.0649253164926017,"ENSG00000230635"
-0.0371249820079794,"ENSG00000230699"
0.0648166600375549,"ENSG00000230712"
0.062895143457106,"ENSG00000231103"
0.00991494687021256,"ENSG00000231107"
0.00588412840096955,"ENSG00000231274"
-0.0526531612014887,"ENSG00000231362"
0.101278132204877,"ENSG00000231503"
0.0446582455946047,"ENSG00000231948"
0.0634757793739978,"ENSG00000233064"
-0.11472468867766,"ENSG00000233337"
0.0541316870303749,"ENSG00000233415"
-0.00333419242373106,"ENSG00000233483"
-0.0325565514151181,"ENSG00000233494"
0.0465656203067294,"ENSG00000233829"
0.0157997344566303,"ENSG00000234155"
0.00725124049359047,"ENSG00000234772"
0.0385934732119628,"ENSG00000234899"
-0.0284314338012993,"ENSG00000234925"
-0.010535157145828,"ENSG00000235419"
0.0603705203700589,"ENSG00000235770"
0.0281133658917001,"ENSG00000235832"
0.0109009249299548,"ENSG00000235944"
0.00549476473390695,"ENSG00000235978"
0.0423971920818462,"ENSG00000236053"
-0.0165787368917219,"ENSG00000236119"
-0.0035150726993598,"ENSG00000236497"
0.0551067479854825,"ENSG00000236512"
0.00759149839190611,"ENSG00000236542"
-0.0681708261183797,"ENSG00000236816"
-0.0167943694775899,"ENSG00000237254"
0.0424908759097597,"ENSG00000237338"
